date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-04-13,SKU026,226,0,13,183
2025-04-20,SKU026,426,0,13,183
2025-04-27,SKU026,345,0,13,183
2025-05-04,SKU026,280,0,13,183
2025-05-11,SKU026,208,0,13,183
2025-05-18,SKU026,120,279,13,183
2025-05-25,SKU026,303,0,13,183
2025-06-01,SKU026,230,0,13,183
2025-06-08,SKU026,146,268,13,183
2025-06-15,SKU026,193,0,13,183
2025-06-22,SKU026,395,0,13,183
2025-06-29,SKU026,325,0,13,183
2025-07-06,SKU026,275,0,13,183
2025-07-13,SKU026,203,0,13,183
2025-07-20,SKU026,138,203,13,183
2025-07-27,SKU026,66,320,13,183
2025-08-03,SKU026,4,196,13,183
2025-08-10,SKU026,0,330,13,183
2025-08-17,SKU026,264,0,13,183
2025-08-24,SKU026,473,0,13,183
2025-08-31,SKU026,397,0,13,183
2025-09-07,SKU026,326,0,13,183
2025-09-14,SKU026,248,0,13,183
2025-09-21,SKU026,161,211,13,183
2025-09-28,SKU026,399,0,13,183
2025-10-05,SKU026,307,0,13,183
2025-10-12,SKU026,204,0,13,183
2025-10-19,SKU026,385,0,13,183
2025-10-26,SKU026,206,0,13,183
2025-11-02,SKU026,47,263,13,183
2025-11-09,SKU026,304,0,13,183
2025-11-16,SKU026,221,0,13,183
2025-11-23,SKU026,115,320,13,183
2025-11-30,SKU026,135,0,13,183
2025-12-07,SKU026,7,300,13,183
2025-12-14,SKU026,271,0,13,183
2025-12-21,SKU026,191,0,13,183
2025-12-28,SKU026,293,0,13,183
2024-01-07,SKU027,207,383,10,239
2024-01-14,SKU027,93,242,10,239
2024-01-21,SKU027,0,327,10,239
2024-01-28,SKU027,207,0,10,239
2024-02-04,SKU027,84,414,10,239
2024-02-11,SKU027,211,0,10,239
2024-02-18,SKU027,467,0,10,239
2024-02-25,SKU027,360,0,10,239
2024-03-03,SKU027,239,200,10,239
2024-03-10,SKU027,117,180,10,239
2024-03-17,SKU027,195,0,10,239
2024-03-24,SKU027,84,360,10,239
2024-03-31,SKU027,0,348,10,239
2024-04-07,SKU027,215,0,10,239
2024-04-14,SKU027,418,0,10,239
2024-04-21,SKU027,318,0,10,239
2024-04-28,SKU027,236,393,10,239
2024-05-05,SKU027,369,0,10,239
2024-05-12,SKU027,279,0,10,239
2024-05-19,SKU027,196,432,10,239
2024-05-26,SKU027,103,390,10,239
2024-06-02,SKU027,7,330,10,239
2024-06-09,SKU027,414,0,10,239
2024-06-16,SKU027,290,0,10,239
2024-06-23,SKU027,618,0,10,239
2024-06-30,SKU027,549,0,10,239
2024-07-07,SKU027,456,0,10,239
2024-07-14,SKU027,379,0,10,239
2024-07-21,SKU027,281,0,10,239
2024-07-28,SKU027,394,0,10,239
2024-08-04,SKU027,300,0,10,239
2024-08-11,SKU027,209,415,10,239
2024-08-18,SKU027,426,0,10,239
2024-08-25,SKU027,302,0,10,239
2024-09-01,SKU027,616,0,10,239
2024-09-08,SKU027,541,0,10,239
2024-09-15,SKU027,464,0,10,239
2024-09-22,SKU027,366,0,10,239
2024-09-29,SKU027,261,0,10,239
2024-10-06,SKU027,595,0,10,239
2024-10-13,SKU027,468,0,10,239
2024-10-20,SKU027,325,0,10,239
2024-10-27,SKU027,569,0,10,239
2024-11-03,SKU027,406,0,10,239
2024-11-10,SKU027,244,0,10,239
2024-11-17,SKU027,371,0,10,239
2024-11-24,SKU027,232,411,10,239
2024-12-01,SKU027,306,0,10,239
2024-12-08,SKU027,511,0,10,239
2024-12-15,SKU027,419,0,10,239
2024-12-22,SKU027,311,0,10,239
2024-12-29,SKU027,463,0,10,239
2025-01-05,SKU027,376,0,10,239
2025-01-12,SKU027,258,0,10,239
2025-01-19,SKU027,481,0,10,239
2025-01-26,SKU027,389,0,10,239
2025-02-02,SKU027,279,0,10,239
2025-02-09,SKU027,608,0,10,239
2025-02-16,SKU027,531,0,10,239
2025-02-23,SKU027,420,0,10,239
2025-03-02,SKU027,337,0,10,239
2025-03-09,SKU027,249,0,10,239
2025-03-16,SKU027,514,0,10,239
2025-03-23,SKU027,362,0,10,239
2025-03-30,SKU027,221,438,10,239
2025-04-06,SKU027,129,435,10,239
2025-04-13,SKU027,0,280,10,239
2025-04-20,SKU027,425,0,10,239
2025-04-27,SKU027,345,0,10,239
2025-05-04,SKU027,233,407,10,239
2025-05-11,SKU027,121,280,10,239
2025-05-18,SKU027,275,0,10,239
2025-05-25,SKU027,180,353,10,239
2025-06-01,SKU027,446,0,10,239
2025-06-08,SKU027,356,0,10,239
2025-06-15,SKU027,241,0,10,239
2025-06-22,SKU027,424,0,10,239
2025-06-29,SKU027,329,0,10,239
2025-07-06,SKU027,240,0,10,239
2025-07-13,SKU027,129,255,10,239
2025-07-20,SKU027,361,0,10,239
2025-07-27,SKU027,259,0,10,239
2025-08-03,SKU027,140,310,10,239
2025-08-10,SKU027,332,0,10,239
2025-08-17,SKU027,187,339,10,239
2025-08-24,SKU027,87,269,10,239
2025-08-31,SKU027,325,0,10,239
2025-09-07,SKU027,455,0,10,239
2025-09-14,SKU027,355,0,10,239
2025-09-21,SKU027,252,0,10,239
2025-09-28,SKU027,418,0,10,239
2025-10-05,SKU027,277,0,10,239
2025-10-12,SKU027,308,0,10,239
2025-10-19,SKU027,466,0,10,239
2025-10-26,SKU027,258,0,10,239
2025-11-02,SKU027,52,394,10,239
2025-11-09,SKU027,0,306,10,239
2025-11-16,SKU027,0,186,10,239
2025-11-23,SKU027,0,184,10,239
2025-11-30,SKU027,393,0,10,239
2025-12-07,SKU027,208,400,10,239
2025-12-14,SKU027,469,0,10,239
2025-12-21,SKU027,327,0,10,239
2025-12-28,SKU027,462,0,10,239
2024-01-07,SKU028,134,0,3,32
2024-01-14,SKU028,65,0,3,32
2024-01-21,SKU028,121,0,3,32
2024-01-28,SKU028,65,0,3,32
2024-02-04,SKU028,222,0,3,32
2024-02-11,SKU028,155,0,3,32
2024-02-18,SKU028,93,0,3,32
2024-02-25,SKU028,36,0,3,32
2024-03-03,SKU028,0,213,3,32
2024-03-10,SKU028,137,0,3,32
2024-03-17,SKU028,74,0,3,32
2024-03-24,SKU028,6,199,3,32
2024-03-31,SKU028,180,0,3,32
2024-04-07,SKU028,109,0,3,32
2024-04-14,SKU028,48,0,3,32
2024-04-21,SKU028,134,0,3,32
2024-04-28,SKU028,80,0,3,32
2024-05-05,SKU028,208,0,3,32
2024-05-12,SKU028,150,0,3,32
2024-05-19,SKU028,82,0,3,32
2024-05-26,SKU028,10,218,3,32
2024-06-02,SKU028,224,0,3,32
2024-06-09,SKU028,153,0,3,32
2024-06-16,SKU028,79,0,3,32
2024-06-23,SKU028,34,0,3,32
2024-06-30,SKU028,0,177,3,32
2024-07-07,SKU028,130,0,3,32
2024-07-14,SKU028,73,0,3,32
2024-07-21,SKU028,190,0,3,32
2024-07-28,SKU028,135,0,3,32
2024-08-04,SKU028,94,0,3,32
2024-08-11,SKU028,35,0,3,32
2024-08-18,SKU028,149,0,3,32
2024-08-25,SKU028,91,0,3,32
2024-09-01,SKU028,40,0,3,32
2024-09-08,SKU028,0,167,3,32
2024-09-15,SKU028,0,229,3,32
2024-09-22,SKU028,0,105,3,32
2024-09-29,SKU028,0,236,3,32
2024-10-06,SKU028,0,127,3,32
2024-10-13,SKU028,142,0,3,32
2024-10-20,SKU028,63,0,3,32
2024-10-27,SKU028,134,0,3,32
2024-11-03,SKU028,51,0,3,32
2024-11-10,SKU028,118,0,3,32
2024-11-17,SKU028,49,0,3,32
2024-11-24,SKU028,0,109,3,32
2024-12-01,SKU028,0,211,3,32
2024-12-08,SKU028,117,0,3,32
2024-12-15,SKU028,48,0,3,32
2024-12-22,SKU028,0,144,3,32
2024-12-29,SKU028,194,0,3,32
2025-01-05,SKU028,137,0,3,32
2025-01-12,SKU028,69,0,3,32
2025-01-19,SKU028,237,0,3,32
2025-01-26,SKU028,196,0,3,32
2025-02-02,SKU028,140,0,3,32
2025-02-09,SKU028,85,0,3,32
2025-02-16,SKU028,36,0,3,32
2025-02-23,SKU028,162,0,3,32
2025-03-02,SKU028,104,0,3,32
2025-03-09,SKU028,36,0,3,32
2025-03-16,SKU028,207,0,3,32
2025-03-23,SKU028,132,0,3,32
2025-03-30,SKU028,72,0,3,32
2025-04-06,SKU028,126,0,3,32
2025-04-13,SKU028,68,0,3,32
2025-04-20,SKU028,152,0,3,32
2025-04-27,SKU028,100,0,3,32
2025-05-04,SKU028,47,0,3,32
2025-05-11,SKU028,0,98,3,32
2025-05-18,SKU028,200,0,3,32
2025-05-25,SKU028,130,0,3,32
2025-06-01,SKU028,66,0,3,32
2025-06-08,SKU028,11,101,3,32
2025-06-15,SKU028,0,236,3,32
2025-06-22,SKU028,0,164,3,32
2025-06-29,SKU028,239,0,3,32
2025-07-06,SKU028,194,0,3,32
2025-07-13,SKU028,160,0,3,32
2025-07-20,SKU028,105,0,3,32
2025-07-27,SKU028,51,0,3,32
2025-08-03,SKU028,215,0,3,32
2025-08-10,SKU028,161,0,3,32
2025-08-17,SKU028,67,0,3,32
2025-08-24,SKU028,203,0,3,32
2025-08-31,SKU028,133,0,3,32
2025-09-07,SKU028,78,0,3,32
2025-09-14,SKU028,13,123,3,32
2025-09-21,SKU028,0,241,3,32
2025-09-28,SKU028,149,0,3,32
2025-10-05,SKU028,77,0,3,32
2025-10-12,SKU028,110,0,3,32
2025-10-19,SKU028,51,0,3,32
2025-10-26,SKU028,158,0,3,32
2025-11-02,SKU028,67,0,3,32
2025-11-09,SKU028,0,208,3,32
2025-11-16,SKU028,120,0,3,32
2025-11-23,SKU028,43,0,3,32
2025-11-30,SKU028,98,0,3,32
2025-12-07,SKU028,17,227,3,32
2025-12-14,SKU028,0,204,3,32
2025-12-21,SKU028,0,206,3,32
2025-12-28,SKU028,185,0,3,32
2024-01-07,SKU029,113,0,13,80
2024-01-14,SKU029,153,0,13,80
2024-01-21,SKU029,122,0,13,80
2024-01-28,SKU029,92,0,13,80
2024-02-04,SKU029,154,0,13,80
2024-02-11,SKU029,121,0,13,80
2024-02-18,SKU029,86,0,13,80
2024-02-25,SKU029,138,0,13,80
2024-03-03,SKU029,105,0,13,80
2024-03-10,SKU029,158,0,13,80
2024-03-17,SKU029,121,0,13,80
2024-03-24,SKU029,81,0,13,80
2024-03-31,SKU029,55,65,13,80
2024-04-07,SKU029,23,72,13,80
2024-04-14,SKU029,0,78,13,80
2024-04-21,SKU029,93,0,13,80
2024-04-28,SKU029,61,107,13,80
2024-05-05,SKU029,144,0,13,80
2024-05-12,SKU029,108,0,13,80
2024-05-19,SKU029,84,0,13,80
2024-05-26,SKU029,130,0,13,80
2024-06-02,SKU029,93,0,13,80
2024-06-09,SKU029,63,95,13,80
2024-06-16,SKU029,90,0,13,80
2024-06-23,SKU029,53,69,13,80
2024-06-30,SKU029,22,123,13,80
2024-07-07,SKU029,63,0,13,80
2024-07-14,SKU029,167,0,13,80
2024-07-21,SKU029,144,0,13,80
2024-07-28,SKU029,116,0,13,80
2024-08-04,SKU029,87,0,13,80
2024-08-11,SKU029,110,0,13,80
2024-08-18,SKU029,190,0,13,80
2024-08-25,SKU029,155,0,13,80
2024-09-01,SKU029,123,0,13,80
2024-09-08,SKU029,96,0,13,80
2024-09-15,SKU029,153,0,13,80
2024-09-22,SKU029,129,0,13,80
2024-09-29,SKU029,93,0,13,80
2024-10-06,SKU029,52,95,13,80
2024-10-13,SKU029,106,0,13,80
2024-10-20,SKU029,192,0,13,80
2024-10-27,SKU029,138,0,13,80
2024-11-03,SKU029,88,0,13,80
2024-11-10,SKU029,97,0,13,80
2024-11-17,SKU029,141,0,13,80
2024-11-24,SKU029,97,0,13,80
2024-12-01,SKU029,94,0,13,80
2024-12-08,SKU029,51,86,13,80
2024-12-15,SKU029,12,103,13,80
2024-12-22,SKU029,87,0,13,80
2024-12-29,SKU029,175,0,13,80
2025-01-05,SKU029,143,0,13,80
2025-01-12,SKU029,118,0,13,80
2025-01-19,SKU029,92,0,13,80
2025-01-26,SKU029,56,82,13,80
2025-02-02,SKU029,112,0,13,80
2025-02-09,SKU029,89,0,13,80
2025-02-16,SKU029,178,0,13,80
2025-02-23,SKU029,144,0,13,80
2025-03-02,SKU029,120,0,13,80
2025-03-09,SKU029,84,0,13,80
2025-03-16,SKU029,119,0,13,80
2025-03-23,SKU029,71,98,13,80
2025-03-30,SKU029,145,0,13,80
2025-04-06,SKU029,112,0,13,80
2025-04-13,SKU029,84,0,13,80
2025-04-20,SKU029,104,0,13,80
2025-04-27,SKU029,150,0,13,80
2025-05-04,SKU029,126,0,13,80
2025-05-11,SKU029,98,0,13,80
2025-05-18,SKU029,176,0,13,80
2025-05-25,SKU029,143,0,13,80
2025-06-01,SKU029,114,0,13,80
2025-06-08,SKU029,84,0,13,80
2025-06-15,SKU029,42,128,13,80
2025-06-22,SKU029,83,0,13,80
2025-06-29,SKU029,136,0,13,80
2025-07-06,SKU029,113,0,13,80
2025-07-13,SKU029,84,0,13,80
2025-07-20,SKU029,51,94,13,80
2025-07-27,SKU029,26,101,13,80
2025-08-03,SKU029,0,114,13,80
2025-08-10,SKU029,128,0,13,80
2025-08-17,SKU029,80,80,13,80
2025-08-24,SKU029,49,74,13,80
2025-08-31,SKU029,88,0,13,80
2025-09-07,SKU029,135,0,13,80
2025-09-14,SKU029,104,0,13,80
2025-09-21,SKU029,83,0,13,80
2025-09-28,SKU029,56,84,13,80
2025-10-05,SKU029,139,0,13,80
2025-10-12,SKU029,98,0,13,80
2025-10-19,SKU029,127,0,13,80
2025-10-26,SKU029,163,0,13,80
2025-11-02,SKU029,118,0,13,80
2025-11-09,SKU029,170,0,13,80
2025-11-16,SKU029,132,0,13,80
2025-11-23,SKU029,73,56,13,80
2025-11-30,SKU029,99,0,13,80
2025-12-07,SKU029,49,87,13,80
2025-12-14,SKU029,66,0,13,80
2025-12-21,SKU029,105,0,13,80
2025-12-28,SKU029,72,110,13,80
2024-01-07,SKU030,102,107,14,163
2024-01-14,SKU030,236,0,14,163
2024-01-21,SKU030,167,0,14,163
2024-01-28,SKU030,315,0,14,163
2024-02-04,SKU030,257,0,14,163
2024-02-11,SKU030,184,0,14,163
2024-02-18,SKU030,247,0,14,163
2024-02-25,SKU030,172,0,14,163
2024-03-03,SKU030,235,0,14,163
2024-03-10,SKU030,172,0,14,163
2024-03-17,SKU030,314,0,14,163
2024-03-24,SKU030,256,0,14,163
2024-03-31,SKU030,179,0,14,163
2024-04-07,SKU030,114,211,14,163
2024-04-14,SKU030,225,0,14,163
2024-04-21,SKU030,155,126,14,163
2024-04-28,SKU030,279,0,14,163
2024-05-05,SKU030,216,0,14,163
2024-05-12,SKU030,139,148,14,163
2024-05-19,SKU030,59,181,14,163
2024-05-26,SKU030,153,0,14,163
2024-06-02,SKU030,301,0,14,163
2024-06-09,SKU030,243,0,14,163
2024-06-16,SKU030,178,0,14,163
2024-06-23,SKU030,271,0,14,163
2024-06-30,SKU030,229,0,14,163
2024-07-07,SKU030,183,0,14,163
2024-07-14,SKU030,141,209,14,163
2024-07-21,SKU030,83,224,14,163
2024-07-28,SKU030,37,224,14,163
2024-08-04,SKU030,166,0,14,163
2024-08-11,SKU030,105,144,14,163
2024-08-18,SKU030,37,108,14,163
2024-08-25,SKU030,129,0,14,163
2024-09-01,SKU030,265,0,14,163
2024-09-08,SKU030,206,0,14,163
2024-09-15,SKU030,159,246,14,163
2024-09-22,SKU030,108,208,14,163
2024-09-29,SKU030,51,183,14,163
2024-10-06,SKU030,186,0,14,163
2024-10-13,SKU030,320,0,14,163
2024-10-20,SKU030,268,0,14,163
2024-10-27,SKU030,178,0,14,163
2024-11-03,SKU030,278,0,14,163
2024-11-10,SKU030,197,0,14,163
2024-11-17,SKU030,247,0,14,163
2024-11-24,SKU030,388,0,14,163
2024-12-01,SKU030,284,0,14,163
2024-12-08,SKU030,209,0,14,163
2024-12-15,SKU030,308,0,14,163
2024-12-22,SKU030,235,0,14,163
2024-12-29,SKU030,395,0,14,163
2025-01-05,SKU030,338,0,14,163
2025-01-12,SKU030,270,0,14,163
2025-01-19,SKU030,220,0,14,163
2025-01-26,SKU030,338,0,14,163
2025-02-02,SKU030,293,0,14,163
2025-02-09,SKU030,247,0,14,163
2025-02-16,SKU030,188,0,14,163
2025-02-23,SKU030,359,0,14,163
2025-03-02,SKU030,311,0,14,163
2025-03-09,SKU030,248,0,14,163
2025-03-16,SKU030,203,0,14,163
2025-03-23,SKU030,124,210,14,163
2025-03-30,SKU030,292,0,14,163
2025-04-06,SKU030,225,0,14,163
2025-04-13,SKU030,262,0,14,163
2025-04-20,SKU030,201,0,14,163
2025-04-27,SKU030,370,0,14,163
2025-05-04,SKU030,310,0,14,163
2025-05-11,SKU030,252,0,14,163
2025-05-18,SKU030,201,0,14,163
2025-05-25,SKU030,303,0,14,163
2025-06-01,SKU030,241,0,14,163
2025-06-08,SKU030,190,0,14,163
2025-06-15,SKU030,268,0,14,163
2025-06-22,SKU030,204,0,14,163
2025-06-29,SKU030,143,209,14,163
2025-07-06,SKU030,329,0,14,163
2025-07-13,SKU030,270,0,14,163
2025-07-20,SKU030,210,0,14,163
2025-07-27,SKU030,308,0,14,163
2025-08-03,SKU030,246,0,14,163
2025-08-10,SKU030,189,0,14,163
2025-08-17,SKU030,322,0,14,163
2025-08-24,SKU030,233,0,14,163
2025-08-31,SKU030,183,0,14,163
2025-09-07,SKU030,222,0,14,163
2025-09-14,SKU030,355,0,14,163
2025-09-21,SKU030,309,0,14,163
2025-09-28,SKU030,264,0,14,163
2025-10-05,SKU030,206,0,14,163
2025-10-12,SKU030,124,234,14,163
2025-10-19,SKU030,65,218,14,163
2025-10-26,SKU030,158,0,14,163
2025-11-02,SKU030,242,0,14,163
2025-11-09,SKU030,350,0,14,163
2025-11-16,SKU030,284,0,14,163
2025-11-23,SKU030,207,0,14,163
2025-11-30,SKU030,83,234,14,163
2025-12-07,SKU030,176,0,14,163
2025-12-14,SKU030,322,0,14,163
2025-12-21,SKU030,251,0,14,163
2025-12-28,SKU030,397,0,14,163
2024-01-07,SKU031,56,0,10,54
2024-01-14,SKU031,108,0,10,54
2024-01-21,SKU031,79,0,10,54
2024-01-28,SKU031,117,0,10,54
2024-02-04,SKU031,86,0,10,54
2024-02-11,SKU031,56,0,10,54
2024-02-18,SKU031,20,100,10,54
2024-02-25,SKU031,64,0,10,54
2024-03-03,SKU031,131,0,10,54
2024-03-10,SKU031,96,0,10,54
2024-03-17,SKU031,64,0,10,54
2024-03-24,SKU031,119,0,10,54
2024-03-31,SKU031,86,0,10,54
2024-04-07,SKU031,52,100,10,54
2024-04-14,SKU031,16,61,10,54
2024-04-21,SKU031,76,0,10,54
2024-04-28,SKU031,47,91,10,54
2024-05-05,SKU031,127,0,10,54
2024-05-12,SKU031,98,0,10,54
2024-05-19,SKU031,65,0,10,54
2024-05-26,SKU031,137,0,10,54
2024-06-02,SKU031,106,0,10,54
2024-06-09,SKU031,77,0,10,54
2024-06-16,SKU031,45,106,10,54
2024-06-23,SKU031,11,109,10,54
2024-06-30,SKU031,0,111,10,54
2024-07-07,SKU031,0,86,10,54
2024-07-14,SKU031,115,0,10,54
2024-07-21,SKU031,79,0,10,54
2024-07-28,SKU031,50,106,10,54
2024-08-04,SKU031,120,0,10,54
2024-08-11,SKU031,84,0,10,54
2024-08-18,SKU031,53,81,10,54
2024-08-25,SKU031,92,0,10,54
2024-09-01,SKU031,63,0,10,54
2024-09-08,SKU031,35,77,10,54
2024-09-15,SKU031,5,52,10,54
2024-09-22,SKU031,104,0,10,54
2024-09-29,SKU031,70,0,10,54
2024-10-06,SKU031,34,86,10,54
2024-10-13,SKU031,81,0,10,54
2024-10-20,SKU031,44,118,10,54
2024-10-27,SKU031,69,0,10,54
2024-11-03,SKU031,131,0,10,54
2024-11-10,SKU031,103,0,10,54
2024-11-17,SKU031,66,0,10,54
2024-11-24,SKU031,81,0,10,54
2024-12-01,SKU031,93,0,10,54
2024-12-08,SKU031,79,0,10,54
2024-12-15,SKU031,171,0,10,54
2024-12-22,SKU031,138,0,10,54
2024-12-29,SKU031,102,0,10,54
2025-01-05,SKU031,71,0,10,54
2025-01-12,SKU031,95,0,10,54
2025-01-19,SKU031,70,0,10,54
2025-01-26,SKU031,122,0,10,54
2025-02-02,SKU031,97,0,10,54
2025-02-09,SKU031,72,0,10,54
2025-02-16,SKU031,46,62,10,54
2025-02-23,SKU031,96,0,10,54
2025-03-02,SKU031,68,0,10,54
2025-03-09,SKU031,41,117,10,54
2025-03-16,SKU031,12,113,10,54
2025-03-23,SKU031,87,0,10,54
2025-03-30,SKU031,49,86,10,54
2025-04-06,SKU031,19,57,10,54
2025-04-13,SKU031,90,0,10,54
2025-04-20,SKU031,64,0,10,54
2025-04-27,SKU031,105,0,10,54
2025-05-04,SKU031,74,0,10,54
2025-05-11,SKU031,44,116,10,54
2025-05-18,SKU031,98,0,10,54
2025-05-25,SKU031,73,0,10,54
2025-06-01,SKU031,48,110,10,54
2025-06-08,SKU031,27,55,10,54
2025-06-15,SKU031,64,0,10,54
2025-06-22,SKU031,34,88,10,54
2025-06-29,SKU031,4,83,10,54
2025-07-06,SKU031,0,74,10,54
2025-07-13,SKU031,112,0,10,54
2025-07-20,SKU031,90,0,10,54
2025-07-27,SKU031,68,0,10,54
2025-08-03,SKU031,107,0,10,54
2025-08-10,SKU031,77,0,10,54
2025-08-17,SKU031,30,49,10,54
2025-08-24,SKU031,65,0,10,54
2025-08-31,SKU031,36,91,10,54
2025-09-07,SKU031,105,0,10,54
2025-09-14,SKU031,78,0,10,54
2025-09-21,SKU031,53,109,10,54
2025-09-28,SKU031,26,110,10,54
2025-10-05,SKU031,62,0,10,54
2025-10-12,SKU031,89,0,10,54
2025-10-19,SKU031,55,0,10,54
2025-10-26,SKU031,71,0,10,54
2025-11-02,SKU031,28,107,10,54
2025-11-09,SKU031,122,0,10,54
2025-11-16,SKU031,82,0,10,54
2025-11-23,SKU031,41,79,10,54
2025-11-30,SKU031,0,114,10,54
2025-12-07,SKU031,72,0,10,54
2025-12-14,SKU031,98,0,10,54
2025-12-21,SKU031,68,0,10,54
2025-12-28,SKU031,130,0,10,54
2024-01-07,SKU032,60,0,6,38
2024-01-14,SKU032,110,0,6,38
2024-01-21,SKU032,71,0,6,38
2024-01-28,SKU032,34,102,6,38
2024-02-04,SKU032,0,89,6,38
2024-02-11,SKU032,74,0,6,38
2024-02-18,SKU032,171,0,6,38
2024-02-25,SKU032,136,0,6,38
2024-03-03,SKU032,98,0,6,38
2024-03-10,SKU032,67,0,6,38
2024-03-17,SKU032,100,0,6,38
2024-03-24,SKU032,59,0,6,38
2024-03-31,SKU032,22,96,6,38
2024-04-07,SKU032,71,0,6,38
2024-04-14,SKU032,32,124,6,38
2024-04-21,SKU032,0,99,6,38
2024-04-28,SKU032,110,0,6,38
2024-05-05,SKU032,72,0,6,38
2024-05-12,SKU032,138,0,6,38
2024-05-19,SKU032,101,0,6,38
2024-05-26,SKU032,63,0,6,38
2024-06-02,SKU032,93,0,6,38
2024-06-09,SKU032,57,0,6,38
2024-06-16,SKU032,89,0,6,38
2024-06-23,SKU032,48,0,6,38
2024-06-30,SKU032,12,70,6,38
2024-07-07,SKU032,0,108,6,38
2024-07-14,SKU032,0,126,6,38
2024-07-21,SKU032,0,93,6,38
2024-07-28,SKU032,112,0,6,38
2024-08-04,SKU032,84,0,6,38
2024-08-11,SKU032,53,0,6,38
2024-08-18,SKU032,120,0,6,38
2024-08-25,SKU032,85,0,6,38
2024-09-01,SKU032,52,0,6,38
2024-09-08,SKU032,23,134,6,38
2024-09-15,SKU032,84,0,6,38
2024-09-22,SKU032,55,0,6,38
2024-09-29,SKU032,30,121,6,38
2024-10-06,SKU032,0,98,6,38
2024-10-13,SKU032,0,133,6,38
2024-10-20,SKU032,0,133,6,38
2024-10-27,SKU032,0,73,6,38
2024-11-03,SKU032,55,0,6,38
2024-11-10,SKU032,13,89,6,38
2024-11-17,SKU032,62,0,6,38
2024-11-24,SKU032,134,0,6,38
2024-12-01,SKU032,73,0,6,38
2024-12-08,SKU032,30,98,6,38
2024-12-15,SKU032,119,0,6,38
2024-12-22,SKU032,77,0,6,38
2024-12-29,SKU032,152,0,6,38
2025-01-05,SKU032,121,0,6,38
2025-01-12,SKU032,95,0,6,38
2025-01-19,SKU032,68,0,6,38
2025-01-26,SKU032,121,0,6,38
2025-02-02,SKU032,94,0,6,38
2025-02-09,SKU032,61,0,6,38
2025-02-16,SKU032,32,72,6,38
2025-02-23,SKU032,102,0,6,38
2025-03-02,SKU032,71,0,6,38
2025-03-09,SKU032,43,0,6,38
2025-03-16,SKU032,84,0,6,38
2025-03-23,SKU032,45,0,6,38
2025-03-30,SKU032,116,0,6,38
2025-04-06,SKU032,84,0,6,38
2025-04-13,SKU032,49,0,6,38
2025-04-20,SKU032,84,0,6,38
2025-04-27,SKU032,50,0,6,38
2025-05-04,SKU032,101,0,6,38
2025-05-11,SKU032,74,0,6,38
2025-05-18,SKU032,39,0,6,38
2025-05-25,SKU032,144,0,6,38
2025-06-01,SKU032,116,0,6,38
2025-06-08,SKU032,92,0,6,38
2025-06-15,SKU032,49,0,6,38
2025-06-22,SKU032,10,126,6,38
2025-06-29,SKU032,113,0,6,38
2025-07-06,SKU032,90,0,6,38
2025-07-13,SKU032,60,0,6,38
2025-07-20,SKU032,164,0,6,38
2025-07-27,SKU032,132,0,6,38
2025-08-03,SKU032,96,0,6,38
2025-08-10,SKU032,69,0,6,38
2025-08-17,SKU032,13,56,6,38
2025-08-24,SKU032,75,0,6,38
2025-08-31,SKU032,41,0,6,38
2025-09-07,SKU032,84,0,6,38
2025-09-14,SKU032,53,0,6,38
2025-09-21,SKU032,122,0,6,38
2025-09-28,SKU032,84,0,6,38
2025-10-05,SKU032,51,0,6,38
2025-10-12,SKU032,105,0,6,38
2025-10-19,SKU032,69,0,6,38
2025-10-26,SKU032,81,0,6,38
2025-11-02,SKU032,36,130,6,38
2025-11-09,SKU032,130,0,6,38
2025-11-16,SKU032,97,0,6,38
2025-11-23,SKU032,49,0,6,38
2025-11-30,SKU032,6,75,6,38
2025-12-07,SKU032,0,102,6,38
2025-12-14,SKU032,0,114,6,38
2025-12-21,SKU032,0,62,6,38
2025-12-28,SKU032,91,0,6,38
2024-01-07,SKU033,209,0,11,139
2024-01-14,SKU033,148,0,11,139
2024-01-21,SKU033,253,0,11,139
2024-01-28,SKU033,187,0,11,139
2024-02-04,SKU033,255,0,11,139
2024-02-11,SKU033,195,0,11,139
2024-02-18,SKU033,128,127,11,139
2024-02-25,SKU033,73,168,11,139
2024-03-03,SKU033,7,184,11,139
2024-03-10,SKU033,0,171,11,139
2024-03-17,SKU033,128,0,11,139
2024-03-24,SKU033,58,229,11,139
2024-03-31,SKU033,107,0,11,139
2024-04-07,SKU033,223,0,11,139
2024-04-14,SKU033,166,0,11,139
2024-04-21,SKU033,223,0,11,139
2024-04-28,SKU033,169,0,11,139
2024-05-05,SKU033,111,108,11,139
2024-05-12,SKU033,255,0,11,139
2024-05-19,SKU033,187,0,11,139
2024-05-26,SKU033,326,0,11,139
2024-06-02,SKU033,270,0,11,139
2024-06-09,SKU033,214,0,11,139
2024-06-16,SKU033,157,0,11,139
2024-06-23,SKU033,261,0,11,139
2024-06-30,SKU033,196,0,11,139
2024-07-07,SKU033,141,0,11,139
2024-07-14,SKU033,71,219,11,139
2024-07-21,SKU033,125,0,11,139
2024-07-28,SKU033,69,176,11,139
2024-08-04,SKU033,12,122,11,139
2024-08-11,SKU033,133,0,11,139
2024-08-18,SKU033,69,170,11,139
2024-08-25,SKU033,201,0,11,139
2024-09-01,SKU033,158,0,11,139
2024-09-08,SKU033,119,157,11,139
